startYear,startMonth,startDay,endYear,endMonth,endDay,group,groupTitle,eventType,dispPos,event,eventColor,detailLink,image,imageCitation
1642,1,1,,,,10000,日本の歴史,2,,寛永の大飢饉,,https://ja.wikipedia.org/wiki/%E5%AF%9B%E6%B0%B8%E3%81%AE%E5%A4%A7%E9%A3%A2%E9%A5%89,,
1657,1,1,,,,10000,日本の歴史,2,,明暦の大火,,https://ja.wikipedia.org/wiki/%E6%98%8E%E6%9A%A6%E3%81%AE%E5%A4%A7%E7%81%AB,https://upload.wikimedia.org/wikipedia/commons/2/2c/Meireki_fire.JPG,"田代幸春, Public domain, via Wikimedia Commons"
1657,1,1,,,,10000,日本の歴史,2,,徳川光圀『大日本史』の編纂開始,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%97%A5%E6%9C%AC%E5%8F%B2,,
1683,1,1,,,,10000,日本の歴史,2,,八百屋お七事件,,https://ja.wikipedia.org/wiki/%E5%85%AB%E7%99%BE%E5%B1%8B%E3%81%8A%E4%B8%83,https://upload.wikimedia.org/wikipedia/commons/c/c7/Tukiokayositosi-YaoyaOsichi.png,"月岡芳年 TukiokaYositosi（1839-1892）, Public domain, via Wikimedia Commons"
1687,1,1,,,,10000,日本の歴史,2,,生類憐れみの令(【5】徳川綱吉),,https://ja.wikipedia.org/wiki/%E7%94%9F%E9%A1%9E%E6%86%90%E3%82%8C%E3%81%BF%E3%81%AE%E4%BB%A4,,
1701,1,1,,,,10000,日本の歴史,2,,赤穂事件(忠臣蔵),,https://ja.wikipedia.org/wiki/%E8%B5%A4%E7%A9%82%E4%BA%8B%E4%BB%B6,https://upload.wikimedia.org/wikipedia/commons/d/d2/Kanadehon-Chushingura-Stage-3-Utagawa-Kuniteru.png,"Utagawa Kuniteru (歌川国輝), Public domain, via Wikimedia Commons"
1707,1,1,,,,10000,日本の歴史,2,,宝永地震(南海トラフ)　富士山宝永大噴火,,https://ja.wikipedia.org/wiki/%E5%AE%9D%E6%B0%B8%E5%A4%A7%E5%99%B4%E7%81%AB,https://upload.wikimedia.org/wikipedia/commons/3/38/%E5%AE%9D%E6%B0%B8%E5%A4%A7%E5%99%B4%E7%81%AB%E3%82%92%E6%8F%8F%E3%81%84%E3%81%9F%E7%B5%B5%E5%9B%B3%E3%80%8C%E5%A4%9C%E3%83%AB%E3%81%AE%E6%99%AF%E6%B0%97%E3%80%8D%28%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B2%BC%E6%B4%A5%E5%B8%82%E5%9C%9F%E5%B1%8B%E5%8D%9A%E6%B0%8F%E6%89%80%E8%94%B5%29.jpg,"内閣府 防災担当, Public domain, via Wikimedia Commons"
1716,1,1,1742,1,1,10000,日本の歴史,2,1,享保の改革,,https://ja.wikipedia.org/wiki/%E4%BA%AB%E4%BF%9D%E3%81%AE%E6%94%B9%E9%9D%A9,,
1716,1,1,,,,10000,日本の歴史,2,2,【8】徳川吉宗　将軍就任,,https://ja.wikipedia.org/wiki/%E5%BE%B3%E5%B7%9D%E5%90%89%E5%AE%97,https://upload.wikimedia.org/wikipedia/commons/5/50/Tokugawa_Yoshimune.jpg,"日本語: 狩野忠信English:  Kanō Tadanobu, Public domain, via Wikimedia Commons"
1721,1,1,,,,10000,日本の歴史,2,3,目安箱設置,,https://ja.wikipedia.org/wiki/%E7%9B%AE%E5%AE%89%E7%AE%B1,,
1742,1,1,,,,10000,日本の歴史,2,4,公事方御定書,,https://ja.wikipedia.org/wiki/%E5%85%AC%E4%BA%8B%E6%96%B9%E5%BE%A1%E5%AE%9A%E6%9B%B8,,
1767,1,1,1786,1,1,10000,日本の歴史,2,1,田沼の政治,,https://ja.wikipedia.org/wiki/%E7%94%B0%E6%B2%BC%E6%99%82%E4%BB%A3,,
1767,1,1,,,,10000,日本の歴史,2,2,田沼意次　側用人となる,,https://ja.wikipedia.org/wiki/%E7%94%B0%E6%B2%BC%E6%84%8F%E6%AC%A1,https://upload.wikimedia.org/wikipedia/commons/2/26/Tanuma_Okitsugu2.jpg,"See page for author, Public domain, via Wikimedia Commons"
1772,1,1,,,,10000,日本の歴史,2,3,田沼意次　老中となる,,,,
1774,1,1,,,,10000,日本の歴史,2,4,『解体新書』刊行,,https://ja.wikipedia.org/wiki/%E8%A7%A3%E4%BD%93%E6%96%B0%E6%9B%B8,,
1776,1,1,,,,10000,日本の歴史,2,2,平賀源内　エレキテルを復元,,https://ja.wikipedia.org/wiki/%E5%B9%B3%E8%B3%80%E6%BA%90%E5%86%85,,
1783,1,1,,,,10000,日本の歴史,2,3,浅間山噴火(天明大噴火),,https://ja.wikipedia.org/wiki/%E5%A4%A9%E6%98%8E%E5%A4%A7%E5%99%B4%E7%81%AB,https://upload.wikimedia.org/wikipedia/commons/7/78/Tenmei_Eruption_1783_Mount_Asama_Drawing_1.png,"https://www.komoro-tour.jp/spot/volcano/history/, Public domain, via Wikimedia Commons"
1783,1,1,1788,1,1,10000,日本の歴史,2,4,天明の大飢饉,,https://ja.wikipedia.org/wiki/%E5%A4%A9%E6%98%8E%E3%81%AE%E5%A4%A7%E9%A3%A2%E9%A5%89,,
1787,1,1,1793,1,1,10000,日本の歴史,2,1,寛政の改革,,https://ja.wikipedia.org/wiki/%E5%AF%9B%E6%94%BF%E3%81%AE%E6%94%B9%E9%9D%A9,,
1787,1,1,,,,10000,日本の歴史,2,2,松平定信　老中筆頭に就任,,https://ja.wikipedia.org/wiki/%E6%9D%BE%E5%B9%B3%E5%AE%9A%E4%BF%A1,https://upload.wikimedia.org/wikipedia/commons/5/5e/Matsudaira_Sadanobu.jpg,"松平定信（自画像）, Public domain, via Wikimedia Commons"
1788,1,1,,,,10000,日本の歴史,2,3,京都天明の大火,,https://ja.wikipedia.org/wiki/%E5%A4%A9%E6%98%8E%E3%81%AE%E5%A4%A7%E7%81%AB,,
1792,1,1,,,,10000,日本の歴史,2,4,島原大変肥後迷惑,,https://ja.wikipedia.org/wiki/%E5%B3%B6%E5%8E%9F%E5%A4%A7%E5%A4%89%E8%82%A5%E5%BE%8C%E8%BF%B7%E6%83%91,,
1802,1,1,,,,10000,日本の歴史,2,,十返舎一九『東海道中膝栗毛』,,https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B5%B7%E9%81%93%E4%B8%AD%E8%86%9D%E6%A0%97%E6%AF%9B,,
1808,1,1,,,,10000,日本の歴史,2,,間宮林蔵　樺太探検,,https://ja.wikipedia.org/wiki/%E9%96%93%E5%AE%AE%E6%9E%97%E8%94%B5,https://upload.wikimedia.org/wikipedia/commons/8/8e/Mamiya_Rinzo.jpg,"(Akioka Matsuoka) 松岡映丘, Public domain, via Wikimedia Commons"
1814,1,1,,,,10000,日本の歴史,2,,曲亭馬琴『南総里見八犬伝』,,https://ja.wikipedia.org/wiki/%E5%8D%97%E7%B7%8F%E9%87%8C%E8%A6%8B%E5%85%AB%E7%8A%AC%E4%BC%9D,,
1821,1,1,,,,10000,日本の歴史,2,,伊能忠敬『大日本沿海輿地全図』,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%97%A5%E6%9C%AC%E6%B2%BF%E6%B5%B7%E8%BC%BF%E5%9C%B0%E5%85%A8%E5%9B%B3,https://upload.wikimedia.org/wikipedia/commons/9/9a/%E4%BC%8A%E8%83%BD%E5%9B%B3%E5%85%A8%E4%BD%93%E5%9B%B3.webp,"伊能忠敬, Public domain, via Wikimedia Commons"
1821,1,1,,,,10000,日本の歴史,2,,シーボルト事件,,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%BC%E3%83%9C%E3%83%AB%E3%83%88%E4%BA%8B%E4%BB%B6,,
1831,1,1,,,,10000,日本の歴史,2,,葛飾北斎『富嶽三十六景』,,https://ja.wikipedia.org/wiki/%E5%AF%8C%E5%B6%BD%E4%B8%89%E5%8D%81%E5%85%AD%E6%99%AF,,
1834,1,1,1843,1,1,10000,日本の歴史,2,1,天保の改革,,https://ja.wikipedia.org/wiki/%E5%A4%A9%E4%BF%9D%E3%81%AE%E6%94%B9%E9%9D%A9,,
1834,1,1,,,,10000,日本の歴史,2,2,水野忠邦　老中就任,,https://ja.wikipedia.org/wiki/%E6%B0%B4%E9%87%8E%E5%BF%A0%E9%82%A6,https://upload.wikimedia.org/wikipedia/commons/a/ab/Mizuno_Tadakuni.jpg,"椿　椿山, Public domain, ウィキメディア・コモンズ経由で"
1833,1,1,,,,10000,日本の歴史,2,3,歌川広重『東海道五十三次』,,https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B5%B7%E9%81%93%E4%BA%94%E5%8D%81%E4%B8%89%E6%AC%A1_(%E6%B5%AE%E4%B8%96%E7%B5%B5),,
1833,1,1,1839,1,1,10000,日本の歴史,2,4,天保の大飢饉,,https://ja.wikipedia.org/wiki/%E5%A4%A9%E4%BF%9D%E3%81%AE%E5%A4%A7%E9%A3%A2%E9%A5%89,,
1837,1,1,,,,10000,日本の歴史,2,2,大塩平八郎の乱,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%A1%A9%E5%B9%B3%E5%85%AB%E9%83%8E%E3%81%AE%E4%B9%B1,,
1853,1,1,,,,10000,日本の歴史,2,,ペリー来航,,https://ja.wikipedia.org/wiki/%E9%BB%92%E8%88%B9%E6%9D%A5%E8%88%AA,,
1858,1,1,,,,10000,日本の歴史,2,,日米修好通商条約調印,,https://ja.wikipedia.org/wiki/%E6%97%A5%E7%B1%B3%E4%BF%AE%E5%A5%BD%E9%80%9A%E5%95%86%E6%9D%A1%E7%B4%84,,
1860,1,1,,,,10000,日本の歴史,2,,桜田門外の変,,https://ja.wikipedia.org/wiki/%E6%A1%9C%E7%94%B0%E9%96%80%E5%A4%96%E3%81%AE%E5%A4%89,,
1866,1,1,,,,10000,日本の歴史,2,,薩長同盟,,https://ja.wikipedia.org/wiki/%E8%96%A9%E9%95%B7%E5%90%8C%E7%9B%9F,,
1867,1,1,,,,10000,日本の歴史,2,,大政奉還,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%94%BF%E5%A5%89%E9%82%84,https://upload.wikimedia.org/wikipedia/commons/e/e2/Taisei_H%C5%8Dkan.jpg,"邨田丹陵, Tanryō Murata, Public domain, via Wikimedia Commons"
1868,1,1,1869,,,10000,日本の歴史,2,,戊辰戦争,,https://ja.wikipedia.org/wiki/%E6%88%8A%E8%BE%B0%E6%88%A6%E4%BA%89,,
1887,1,1,,,,10000,日本の歴史,2,,西南戦争,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E5%8D%97%E6%88%A6%E4%BA%89,,
1889,1,1,,,,10000,日本の歴史,2,,大日本帝国憲法発布,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%97%A5%E6%9C%AC%E5%B8%9D%E5%9B%BD%E6%86%B2%E6%B3%95,,
1894,1,1,1895,1,1,10000,日本の歴史,2,,日清戦争,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%B8%85%E6%88%A6%E4%BA%89,,
1904,1,1,1095,1,1,10000,日本の歴史,2,,日露戦争,,https://ja.wikipedia.org/wiki/%E6%97%A5%E9%9C%B2%E6%88%A6%E4%BA%89,https://upload.wikimedia.org/wikipedia/commons/d/dd/RUSSOJAPANESEWARIMAGE.jpg,"Original uploader and author was Dustandshadow at en.wikipedia, Public domain, ウィキメディア・コモンズ経由で"
1914,7,28,1918,11,11,10000,日本の歴史,2,1,第一次世界大戦,,https://ja.wikipedia.org/wiki/%E7%AC%AC%E4%B8%80%E6%AC%A1%E4%B8%96%E7%95%8C%E5%A4%A7%E6%88%A6,,
1918,1,1,,,,10000,日本の歴史,2,2,スペイン風邪,,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%9A%E3%82%A4%E3%83%B3%E3%81%8B%E3%81%9C,,
1920,1,1,,,,10000,日本の歴史,2,3,国際連盟加盟,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E9%9A%9B%E9%80%A3%E7%9B%9F,,
1923,1,1,,,,10000,日本の歴史,2,,関東大震災,,https://ja.wikipedia.org/wiki/%E9%96%A2%E6%9D%B1%E5%A4%A7%E9%9C%87%E7%81%BD,,
1930,1,1,1931,1,1,10000,日本の歴史,2,,世界恐慌(1923)の影響を受ける(昭和恐慌),,https://ja.wikipedia.org/wiki/%E6%98%AD%E5%92%8C%E6%81%90%E6%85%8C,,
1932,1,1,,,,10000,日本の歴史,2,,五・一五事件,,https://ja.wikipedia.org/wiki/%E4%BA%94%E3%83%BB%E4%B8%80%E4%BA%94%E4%BA%8B%E4%BB%B6,,
1636,2,26,,,,10000,日本の歴史,2,,二・二六事件,,https://ja.wikipedia.org/wiki/%E4%BA%8C%E3%83%BB%E4%BA%8C%E5%85%AD%E4%BA%8B%E4%BB%B6,,
1937,7,7,,,,10000,日本の歴史,2,,盧溝橋事件(日中戦争始まる),,https://ja.wikipedia.org/wiki/%E7%9B%A7%E6%BA%9D%E6%A9%8B%E4%BA%8B%E4%BB%B6,,
1941,1,1,1945,8,15,10000,日本の歴史,2,1,太平洋戦争,,https://ja.wikipedia.org/wiki/%E5%A4%AA%E5%B9%B3%E6%B4%8B%E6%88%A6%E4%BA%89,,
1941,12,8,,,,10000,日本の歴史,2,2,真珠湾攻撃,,https://ja.wikipedia.org/wiki/%E7%9C%9F%E7%8F%A0%E6%B9%BE%E6%94%BB%E6%92%83,https://upload.wikimedia.org/wikipedia/commons/c/c4/Pearl_Harbor-_Nakajima_B5N2_over_Hickam-_80G178985.jpg,"See page for author, Public domain, via Wikimedia Commons"
1942,6,1,,,,10000,日本の歴史,2,3,ミッドウェー海戦,,https://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%83%E3%83%89%E3%82%A6%E3%82%A7%E3%83%BC%E6%B5%B7%E6%88%A6,,
1945,8,15,,,,10000,日本の歴史,2,4,原爆投下　終戦,,https://ja.wikipedia.org/wiki/%E5%BA%83%E5%B3%B6%E5%B8%82%E3%81%B8%E3%81%AE%E5%8E%9F%E5%AD%90%E7%88%86%E5%BC%BE%E6%8A%95%E4%B8%8B,https://upload.wikimedia.org/wikipedia/commons/b/b7/Atomic_cloud_over_Hiroshima.jpg,"George R. Caron, Public domain, via Wikimedia Commons"
1947,5,3,,,,10000,日本の歴史,2,,日本国憲法施行,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E5%9B%BD%E6%86%B2%E6%B3%95,,
1956,12,18,,,,10000,日本の歴史,2,,国際連合加盟,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E9%9A%9B%E9%80%A3%E5%90%88%E3%81%A8%E6%97%A5%E6%9C%AC,,
1964,10,10,,,,10000,日本の歴史,2,,東京オリンピック開催,,https://ja.wikipedia.org/wiki/1964%E5%B9%B4%E6%9D%B1%E4%BA%AC%E3%82%AA%E3%83%AA%E3%83%B3%E3%83%94%E3%83%83%E3%82%AF,,
1973,1,1,,,,10000,日本の歴史,2,,オイルショック,,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%82%A4%E3%83%AB%E3%82%B7%E3%83%A7%E3%83%83%E3%82%AF,,
1986,1,1,1991,1,1,10000,日本の歴史,2,,バブル景気,,https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%96%E3%83%AB%E6%99%AF%E6%B0%97,,
1995,1,17,,,,10000,日本の歴史,2,,阪神・淡路大震災,,https://ja.wikipedia.org/wiki/%E9%98%AA%E7%A5%9E%E3%83%BB%E6%B7%A1%E8%B7%AF%E5%A4%A7%E9%9C%87%E7%81%BD,,
2011,3,11,,,,10000,日本の歴史,2,,東日本大震災,,https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%97%A5%E6%9C%AC%E5%A4%A7%E9%9C%87%E7%81%BD,,
2021,7,23,,,,10000,日本の歴史,2,,東京オリンピック開催,,https://ja.wikipedia.org/wiki/2020%E5%B9%B4%E6%9D%B1%E4%BA%AC%E3%82%AA%E3%83%AA%E3%83%B3%E3%83%94%E3%83%83%E3%82%AF,,
